Dates,Unnamed: 0_y,Month,DatePublishKey,DateReferenceDataKey,Year,isLatest,ProductName,LocationName,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre,Date
21/7/1986,,,,,,,,,,,,,,,,,,,,,,,
22/7/1986,,,,,,,,,,,,,,,,,,,,,,,
23/7/1986,,,,,,,,,,,,,,,,,,,,,,,
24/7/1986,,,,,,,,,,,,,,,,,,,,,,,
25/7/1986,,,,,,,,,,,,,,,,,,,,,,,
28/7/1986,,,,,,,,,,,,,,,,,,,,,,,
29/7/1986,,,,,,,,,,,,,,,,,,,,,,,
30/7/1986,,,,,,,,,,,,,,,,,,,,,,,
31/7/1986,,,,,,,,,,,,,,,,,,,,,,,
1/8/1986,,,,,,,,,,,,,,,,,,,,,,,
4/8/1986,,,,,,,,,,,,,,,,,,,,,,,
5/8/1986,,,,,,,,,,,,,,,,,,,,,,,
6/8/1986,,,,,,,,,,,,,,,,,,,,,,,
7/8/1986,,,,,,,,,,,,,,,,,,,,,,,
8/8/1986,,,,,,,,,,,,,,,,,,,,,,,
11/8/1986,,,,,,,,,,,,,,,,,,,,,,,
12/8/1986,,,,,,,,,,,,,,,,,,,,,,,
13/8/1986,,,,,,,,,,,,,,,,,,,,,,,
14/8/1986,,,,,,,,,,,,,,,,,,,,,,,
15/8/1986,,,,,,,,,,,,,,,,,,,,,,,
18/8/1986,,,,,,,,,,,,,,,,,,,,,,,
19/8/1986,,,,,,,,,,,,,,,,,,,,,,,
20/8/1986,,,,,,,,,,,,,,,,,,,,,,,
21/8/1986,,,,,,,,,,,,,,,,,,,,,,,
22/8/1986,,,,,,,,,,,,,,,,,,,,,,,
25/8/1986,,,,,,,,,,,,,,,,,,,,,,,
26/8/1986,,,,,,,,,,,,,,,,,,,,,,,
27/8/1986,,,,,,,,,,,,,,,,,,,,,,,
28/8/1986,,,,,,,,,,,,,,,,,,,,,,,
29/8/1986,,,,,,,,,,,,,,,,,,,,,,,
1/9/1986,,,,,,,,,,,,,,,,,,,,,,,
2/9/1986,,,,,,,,,,,,,,,,,,,,,,,
3/9/1986,,,,,,,,,,,,,,,,,,,,,,,
4/9/1986,,,,,,,,,,,,,,,,,,,,,,,
5/9/1986,,,,,,,,,,,,,,,,,,,,,,,
8/9/1986,,,,,,,,,,,,,,,,,,,,,,,
9/9/1986,,,,,,,,,,,,,,,,,,,,,,,
10/9/1986,,,,,,,,,,,,,,,,,,,,,,,
11/9/1986,,,,,,,,,,,,,,,,,,,,,,,
12/9/1986,,,,,,,,,,,,,,,,,,,,,,,
16/9/1986,,,,,,,,,,,,,,,,,,,,,,,
17/9/1986,,,,,,,,,,,,,,,,,,,,,,,
18/9/1986,,,,,,,,,,,,,,,,,,,,,,,
19/9/1986,,,,,,,,,,,,,,,,,,,,,,,
22/9/1986,,,,,,,,,,,,,,,,,,,,,,,
24/9/1986,,,,,,,,,,,,,,,,,,,,,,,
25/9/1986,,,,,,,,,,,,,,,,,,,,,,,
26/9/1986,,,,,,,,,,,,,,,,,,,,,,,
29/9/1986,,,,,,,,,,,,,,,,,,,,,,,
30/9/1986,,,,,,,,,,,,,,,,,,,,,,,
1/10/1986,,,,,,,,,,,,,,,,,,,,,,,
2/10/1986,,,,,,,,,,,,,,,,,,,,,,,
3/10/1986,,,,,,,,,,,,,,,,,,,,,,,
6/10/1986,,,,,,,,,,,,,,,,,,,,,,,
7/10/1986,,,,,,,,,,,,,,,,,,,,,,,
8/10/1986,,,,,,,,,,,,,,,,,,,,,,,
9/10/1986,,,,,,,,,,,,,,,,,,,,,,,
13/10/1986,,,,,,,,,,,,,,,,,,,,,,,
14/10/1986,,,,,,,,,,,,,,,,,,,,,,,
15/10/1986,,,,,,,,,,,,,,,,,,,,,,,
16/10/1986,,,,,,,,,,,,,,,,,,,,,,,
17/10/1986,,,,,,,,,,,,,,,,,,,,,,,
20/10/1986,,,,,,,,,,,,,,,,,,,,,,,
21/10/1986,,,,,,,,,,,,,,,,,,,,,,,
22/10/1986,,,,,,,,,,,,,,,,,,,,,,,
23/10/1986,,,,,,,,,,,,,,,,,,,,,,,
24/10/1986,,,,,,,,,,,,,,,,,,,,,,,
27/10/1986,,,,,,,,,,,,,,,,,,,,,,,
28/10/1986,,,,,,,,,,,,,,,,,,,,,,,
29/10/1986,,,,,,,,,,,,,,,,,,,,,,,
30/10/1986,,,,,,,,,,,,,,,,,,,,,,,
31/10/1986,,,,,,,,,,,,,,,,,,,,,,,
4/11/1986,,,,,,,,,,,,,,,,,,,,,,,
5/11/1986,,,,,,,,,,,,,,,,,,,,,,,
6/11/1986,,,,,,,,,,,,,,,,,,,,,,,
7/11/1986,,,,,,,,,,,,,,,,,,,,,,,
10/11/1986,,,,,,,,,,,,,,,,,,,,,,,
11/11/1986,,,,,,,,,,,,,,,,,,,,,,,
12/11/1986,,,,,,,,,,,,,,,,,,,,,,,
13/11/1986,,,,,,,,,,,,,,,,,,,,,,,
14/11/1986,,,,,,,,,,,,,,,,,,,,,,,
17/11/1986,,,,,,,,,,,,,,,,,,,,,,,
18/11/1986,,,,,,,,,,,,,,,,,,,,,,,
19/11/1986,,,,,,,,,,,,,,,,,,,,,,,
20/11/1986,,,,,,,,,,,,,,,,,,,,,,,
21/11/1986,,,,,,,,,,,,,,,,,,,,,,,
25/11/1986,,,,,,,,,,,,,,,,,,,,,,,
26/11/1986,,,,,,,,,,,,,,,,,,,,,,,
27/11/1986,,,,,,,,,,,,,,,,,,,,,,,
28/11/1986,,,,,,,,,,,,,,,,,,,,,,,
1/12/1986,,,,,,,,,,,,,,,,,,,,,,,
2/12/1986,,,,,,,,,,,,,,,,,,,,,,,
3/12/1986,,,,,,,,,,,,,,,,,,,,,,,
4/12/1986,,,,,,,,,,,,,,,,,,,,,,,
5/12/1986,,,,,,,,,,,,,,,,,,,,,,,
8/12/1986,,,,,,,,,,,,,,,,,,,,,,,
9/12/1986,,,,,,,,,,,,,,,,,,,,,,,
10/12/1986,,,,,,,,,,,,,,,,,,,,,,,
11/12/1986,,,,,,,,,,,,,,,,,,,,,,,
12/12/1986,,,,,,,,,,,,,,,,,,,,,,,
15/12/1986,,,,,,,,,,,,,,,,,,,,,,,
16/12/1986,,,,,,,,,,,,,,,,,,,,,,,
17/12/1986,,,,,,,,,,,,,,,,,,,,,,,
18/12/1986,,,,,,,,,,,,,,,,,,,,,,,
19/12/1986,,,,,,,,,,,,,,,,,,,,,,,
22/12/1986,,,,,,,,,,,,,,,,,,,,,,,
23/12/1986,,,,,,,,,,,,,,,,,,,,,,,
24/12/1986,,,,,,,,,,,,,,,,,,,,,,,
26/12/1986,,,,,,,,,,,,,,,,,,,,,,,
5/1/1987,,,,,,,,,,,,,,,,,,,,,,,
6/1/1987,,,,,,,,,,,,,,,,,,,,,,,
7/1/1987,,,,,,,,,,,,,,,,,,,,,,,
8/1/1987,,,,,,,,,,,,,,,,,,,,,,,
9/1/1987,,,,,,,,,,,,,,,,,,,,,,,
12/1/1987,,,,,,,,,,,,,,,,,,,,,,,
13/1/1987,,,,,,,,,,,,,,,,,,,,,,,
14/1/1987,,,,,,,,,,,,,,,,,,,,,,,
16/1/1987,,,,,,,,,,,,,,,,,,,,,,,
19/1/1987,,,,,,,,,,,,,,,,,,,,,,,
20/1/1987,,,,,,,,,,,,,,,,,,,,,,,
21/1/1987,,,,,,,,,,,,,,,,,,,,,,,
22/1/1987,,,,,,,,,,,,,,,,,,,,,,,
23/1/1987,,,,,,,,,,,,,,,,,,,,,,,
26/1/1987,,,,,,,,,,,,,,,,,,,,,,,
27/1/1987,,,,,,,,,,,,,,,,,,,,,,,
28/1/1987,,,,,,,,,,,,,,,,,,,,,,,
29/1/1987,,,,,,,,,,,,,,,,,,,,,,,
30/1/1987,,,,,,,,,,,,,,,,,,,,,,,
2/2/1987,,,,,,,,,,,,,,,,,,,,,,,
3/2/1987,,,,,,,,,,,,,,,,,,,,,,,
4/2/1987,,,,,,,,,,,,,,,,,,,,,,,
5/2/1987,,,,,,,,,,,,,,,,,,,,,,,
6/2/1987,,,,,,,,,,,,,,,,,,,,,,,
9/2/1987,,,,,,,,,,,,,,,,,,,,,,,
10/2/1987,,,,,,,,,,,,,,,,,,,,,,,
12/2/1987,,,,,,,,,,,,,,,,,,,,,,,
13/2/1987,,,,,,,,,,,,,,,,,,,,,,,
16/2/1987,,,,,,,,,,,,,,,,,,,,,,,
17/2/1987,,,,,,,,,,,,,,,,,,,,,,,
18/2/1987,,,,,,,,,,,,,,,,,,,,,,,
19/2/1987,,,,,,,,,,,,,,,,,,,,,,,
20/2/1987,,,,,,,,,,,,,,,,,,,,,,,
23/2/1987,,,,,,,,,,,,,,,,,,,,,,,
24/2/1987,,,,,,,,,,,,,,,,,,,,,,,
25/2/1987,,,,,,,,,,,,,,,,,,,,,,,
26/2/1987,,,,,,,,,,,,,,,,,,,,,,,
27/2/1987,,,,,,,,,,,,,,,,,,,,,,,
2/3/1987,,,,,,,,,,,,,,,,,,,,,,,
3/3/1987,,,,,,,,,,,,,,,,,,,,,,,
4/3/1987,,,,,,,,,,,,,,,,,,,,,,,
5/3/1987,,,,,,,,,,,,,,,,,,,,,,,
6/3/1987,,,,,,,,,,,,,,,,,,,,,,,
9/3/1987,,,,,,,,,,,,,,,,,,,,,,,
10/3/1987,,,,,,,,,,,,,,,,,,,,,,,
11/3/1987,,,,,,,,,,,,,,,,,,,,,,,
12/3/1987,,,,,,,,,,,,,,,,,,,,,,,
13/3/1987,,,,,,,,,,,,,,,,,,,,,,,
16/3/1987,,,,,,,,,,,,,,,,,,,,,,,
17/3/1987,,,,,,,,,,,,,,,,,,,,,,,
18/3/1987,,,,,,,,,,,,,,,,,,,,,,,
19/3/1987,,,,,,,,,,,,,,,,,,,,,,,
20/3/1987,,,,,,,,,,,,,,,,,,,,,,,
23/3/1987,,,,,,,,,,,,,,,,,,,,,,,
24/3/1987,,,,,,,,,,,,,,,,,,,,,,,
25/3/1987,,,,,,,,,,,,,,,,,,,,,,,
26/3/1987,,,,,,,,,,,,,,,,,,,,,,,
27/3/1987,,,,,,,,,,,,,,,,,,,,,,,
30/3/1987,,,,,,,,,,,,,,,,,,,,,,,
31/3/1987,,,,,,,,,,,,,,,,,,,,,,,
1/4/1987,,,,,,,,,,,,,,,,,,,,,,,
2/4/1987,,,,,,,,,,,,,,,,,,,,,,,
3/4/1987,,,,,,,,,,,,,,,,,,,,,,,
6/4/1987,,,,,,,,,,,,,,,,,,,,,,,
7/4/1987,,,,,,,,,,,,,,,,,,,,,,,
8/4/1987,,,,,,,,,,,,,,,,,,,,,,,
9/4/1987,,,,,,,,,,,,,,,,,,,,,,,
10/4/1987,,,,,,,,,,,,,,,,,,,,,,,
13/4/1987,,,,,,,,,,,,,,,,,,,,,,,
14/4/1987,,,,,,,,,,,,,,,,,,,,,,,
15/4/1987,,,,,,,,,,,,,,,,,,,,,,,
16/4/1987,,,,,,,,,,,,,,,,,,,,,,,
20/4/1987,,,,,,,,,,,,,,,,,,,,,,,
21/4/1987,,,,,,,,,,,,,,,,,,,,,,,
22/4/1987,,,,,,,,,,,,,,,,,,,,,,,
23/4/1987,,,,,,,,,,,,,,,,,,,,,,,
24/4/1987,,,,,,,,,,,,,,,,,,,,,,,
27/4/1987,,,,,,,,,,,,,,,,,,,,,,,
28/4/1987,,,,,,,,,,,,,,,,,,,,,,,
30/4/1987,,,,,,,,,,,,,,,,,,,,,,,
1/5/1987,,,,,,,,,,,,,,,,,,,,,,,
6/5/1987,,,,,,,,,,,,,,,,,,,,,,,
7/5/1987,,,,,,,,,,,,,,,,,,,,,,,
8/5/1987,,,,,,,,,,,,,,,,,,,,,,,
11/5/1987,,,,,,,,,,,,,,,,,,,,,,,
12/5/1987,,,,,,,,,,,,,,,,,,,,,,,
13/5/1987,,,,,,,,,,,,,,,,,,,,,,,
14/5/1987,,,,,,,,,,,,,,,,,,,,,,,
15/5/1987,,,,,,,,,,,,,,,,,,,,,,,
18/5/1987,,,,,,,,,,,,,,,,,,,,,,,
19/5/1987,,,,,,,,,,,,,,,,,,,,,,,
20/5/1987,,,,,,,,,,,,,,,,,,,,,,,
21/5/1987,,,,,,,,,,,,,,,,,,,,,,,
22/5/1987,,,,,,,,,,,,,,,,,,,,,,,
25/5/1987,,,,,,,,,,,,,,,,,,,,,,,
26/5/1987,,,,,,,,,,,,,,,,,,,,,,,
27/5/1987,,,,,,,,,,,,,,,,,,,,,,,
28/5/1987,,,,,,,,,,,,,,,,,,,,,,,
29/5/1987,,,,,,,,,,,,,,,,,,,,,,,
1/6/1987,,,,,,,,,,,,,,,,,,,,,,,
2/6/1987,,,,,,,,,,,,,,,,,,,,,,,
3/6/1987,,,,,,,,,,,,,,,,,,,,,,,
4/6/1987,,,,,,,,,,,,,,,,,,,,,,,
5/6/1987,,,,,,,,,,,,,,,,,,,,,,,
8/6/1987,,,,,,,,,,,,,,,,,,,,,,,
9/6/1987,,,,,,,,,,,,,,,,,,,,,,,
10/6/1987,,,,,,,,,,,,,,,,,,,,,,,
11/6/1987,,,,,,,,,,,,,,,,,,,,,,,
12/6/1987,,,,,,,,,,,,,,,,,,,,,,,
15/6/1987,,,,,,,,,,,,,,,,,,,,,,,
16/6/1987,,,,,,,,,,,,,,,,,,,,,,,
17/6/1987,,,,,,,,,,,,,,,,,,,,,,,
18/6/1987,,,,,,,,,,,,,,,,,,,,,,,
19/6/1987,,,,,,,,,,,,,,,,,,,,,,,
22/6/1987,,,,,,,,,,,,,,,,,,,,,,,
23/6/1987,,,,,,,,,,,,,,,,,,,,,,,
24/6/1987,,,,,,,,,,,,,,,,,,,,,,,
25/6/1987,,,,,,,,,,,,,,,,,,,,,,,
26/6/1987,,,,,,,,,,,,,,,,,,,,,,,
29/6/1987,,,,,,,,,,,,,,,,,,,,,,,
30/6/1987,,,,,,,,,,,,,,,,,,,,,,,
1/7/1987,,,,,,,,,,,,,,,,,,,,,,,
2/7/1987,,,,,,,,,,,,,,,,,,,,,,,
3/7/1987,,,,,,,,,,,,,,,,,,,,,,,
6/7/1987,,,,,,,,,,,,,,,,,,,,,,,
7/7/1987,,,,,,,,,,,,,,,,,,,,,,,
8/7/1987,,,,,,,,,,,,,,,,,,,,,,,
9/7/1987,,,,,,,,,,,,,,,,,,,,,,,
10/7/1987,,,,,,,,,,,,,,,,,,,,,,,
13/7/1987,,,,,,,,,,,,,,,,,,,,,,,
14/7/1987,,,,,,,,,,,,,,,,,,,,,,,
15/7/1987,,,,,,,,,,,,,,,,,,,,,,,
16/7/1987,,,,,,,,,,,,,,,,,,,,,,,
17/7/1987,,,,,,,,,,,,,,,,,,,,,,,
20/7/1987,,,,,,,,,,,,,,,,,,,,,,,
21/7/1987,,,,,,,,,,,,,,,,,,,,,,,
22/7/1987,,,,,,,,,,,,,,,,,,,,,,,
23/7/1987,,,,,,,,,,,,,,,,,,,,,,,
24/7/1987,,,,,,,,,,,,,,,,,,,,,,,
27/7/1987,,,,,,,,,,,,,,,,,,,,,,,
28/7/1987,,,,,,,,,,,,,,,,,,,,,,,
29/7/1987,,,,,,,,,,,,,,,,,,,,,,,
30/7/1987,,,,,,,,,,,,,,,,,,,,,,,
31/7/1987,,,,,,,,,,,,,,,,,,,,,,,
3/8/1987,,,,,,,,,,,,,,,,,,,,,,,
4/8/1987,,,,,,,,,,,,,,,,,,,,,,,
5/8/1987,,,,,,,,,,,,,,,,,,,,,,,
6/8/1987,,,,,,,,,,,,,,,,,,,,,,,
7/8/1987,,,,,,,,,,,,,,,,,,,,,,,
10/8/1987,,,,,,,,,,,,,,,,,,,,,,,
11/8/1987,,,,,,,,,,,,,,,,,,,,,,,
12/8/1987,,,,,,,,,,,,,,,,,,,,,,,
13/8/1987,,,,,,,,,,,,,,,,,,,,,,,
14/8/1987,,,,,,,,,,,,,,,,,,,,,,,
17/8/1987,,,,,,,,,,,,,,,,,,,,,,,
18/8/1987,,,,,,,,,,,,,,,,,,,,,,,
19/8/1987,,,,,,,,,,,,,,,,,,,,,,,
20/8/1987,,,,,,,,,,,,,,,,,,,,,,,
21/8/1987,,,,,,,,,,,,,,,,,,,,,,,
24/8/1987,,,,,,,,,,,,,,,,,,,,,,,
25/8/1987,,,,,,,,,,,,,,,,,,,,,,,
26/8/1987,,,,,,,,,,,,,,,,,,,,,,,
27/8/1987,,,,,,,,,,,,,,,,,,,,,,,
28/8/1987,,,,,,,,,,,,,,,,,,,,,,,
31/8/1987,,,,,,,,,,,,,,,,,,,,,,,
1/9/1987,,,,,,,,,,,,,,,,,,,,,,,
2/9/1987,,,,,,,,,,,,,,,,,,,,,,,
3/9/1987,,,,,,,,,,,,,,,,,,,,,,,
4/9/1987,,,,,,,,,,,,,,,,,,,,,,,
7/9/1987,,,,,,,,,,,,,,,,,,,,,,,
8/9/1987,,,,,,,,,,,,,,,,,,,,,,,
9/9/1987,,,,,,,,,,,,,,,,,,,,,,,
10/9/1987,,,,,,,,,,,,,,,,,,,,,,,
11/9/1987,,,,,,,,,,,,,,,,,,,,,,,
14/9/1987,,,,,,,,,,,,,,,,,,,,,,,
16/9/1987,,,,,,,,,,,,,,,,,,,,,,,
17/9/1987,,,,,,,,,,,,,,,,,,,,,,,
18/9/1987,,,,,,,,,,,,,,,,,,,,,,,
21/9/1987,,,,,,,,,,,,,,,,,,,,,,,
22/9/1987,,,,,,,,,,,,,,,,,,,,,,,
24/9/1987,,,,,,,,,,,,,,,,,,,,,,,
25/9/1987,,,,,,,,,,,,,,,,,,,,,,,
28/9/1987,,,,,,,,,,,,,,,,,,,,,,,
29/9/1987,,,,,,,,,,,,,,,,,,,,,,,
30/9/1987,,,,,,,,,,,,,,,,,,,,,,,
1/10/1987,,,,,,,,,,,,,,,,,,,,,,,
2/10/1987,,,,,,,,,,,,,,,,,,,,,,,
6/10/1987,,,,,,,,,,,,,,,,,,,,,,,
7/10/1987,,,,,,,,,,,,,,,,,,,,,,,
8/10/1987,,,,,,,,,,,,,,,,,,,,,,,
9/10/1987,,,,,,,,,,,,,,,,,,,,,,,
12/10/1987,,,,,,,,,,,,,,,,,,,,,,,
13/10/1987,,,,,,,,,,,,,,,,,,,,,,,
14/10/1987,,,,,,,,,,,,,,,,,,,,,,,
15/10/1987,,,,,,,,,,,,,,,,,,,,,,,
16/10/1987,,,,,,,,,,,,,,,,,,,,,,,
19/10/1987,,,,,,,,,,,,,,,,,,,,,,,
20/10/1987,,,,,,,,,,,,,,,,,,,,,,,
21/10/1987,,,,,,,,,,,,,,,,,,,,,,,
22/10/1987,,,,,,,,,,,,,,,,,,,,,,,
23/10/1987,,,,,,,,,,,,,,,,,,,,,,,
26/10/1987,,,,,,,,,,,,,,,,,,,,,,,
27/10/1987,,,,,,,,,,,,,,,,,,,,,,,
28/10/1987,,,,,,,,,,,,,,,,,,,,,,,
29/10/1987,,,,,,,,,,,,,,,,,,,,,,,
30/10/1987,,,,,,,,,,,,,,,,,,,,,,,
2/11/1987,,,,,,,,,,,,,,,,,,,,,,,
4/11/1987,,,,,,,,,,,,,,,,,,,,,,,
5/11/1987,,,,,,,,,,,,,,,,,,,,,,,
6/11/1987,,,,,,,,,,,,,,,,,,,,,,,
9/11/1987,,,,,,,,,,,,,,,,,,,,,,,
10/11/1987,,,,,,,,,,,,,,,,,,,,,,,
11/11/1987,,,,,,,,,,,,,,,,,,,,,,,
12/11/1987,,,,,,,,,,,,,,,,,,,,,,,
13/11/1987,,,,,,,,,,,,,,,,,,,,,,,
16/11/1987,,,,,,,,,,,,,,,,,,,,,,,
17/11/1987,,,,,,,,,,,,,,,,,,,,,,,
18/11/1987,,,,,,,,,,,,,,,,,,,,,,,
19/11/1987,,,,,,,,,,,,,,,,,,,,,,,
20/11/1987,,,,,,,,,,,,,,,,,,,,,,,
24/11/1987,,,,,,,,,,,,,,,,,,,,,,,
25/11/1987,,,,,,,,,,,,,,,,,,,,,,,
26/11/1987,,,,,,,,,,,,,,,,,,,,,,,
27/11/1987,,,,,,,,,,,,,,,,,,,,,,,
30/11/1987,,,,,,,,,,,,,,,,,,,,,,,
1/12/1987,,,,,,,,,,,,,,,,,,,,,,,
2/12/1987,,,,,,,,,,,,,,,,,,,,,,,
3/12/1987,,,,,,,,,,,,,,,,,,,,,,,
4/12/1987,,,,,,,,,,,,,,,,,,,,,,,
7/12/1987,,,,,,,,,,,,,,,,,,,,,,,
8/12/1987,,,,,,,,,,,,,,,,,,,,,,,
9/12/1987,,,,,,,,,,,,,,,,,,,,,,,
10/12/1987,,,,,,,,,,,,,,,,,,,,,,,
11/12/1987,,,,,,,,,,,,,,,,,,,,,,,
14/12/1987,,,,,,,,,,,,,,,,,,,,,,,
15/12/1987,,,,,,,,,,,,,,,,,,,,,,,
16/12/1987,,,,,,,,,,,,,,,,,,,,,,,
17/12/1987,,,,,,,,,,,,,,,,,,,,,,,
18/12/1987,,,,,,,,,,,,,,,,,,,,,,,
21/12/1987,,,,,,,,,,,,,,,,,,,,,,,
22/12/1987,,,,,,,,,,,,,,,,,,,,,,,
23/12/1987,,,,,,,,,,,,,,,,,,,,,,,
24/12/1987,,,,,,,,,,,,,,,,,,,,,,,
28/12/1987,,,,,,,,,,,,,,,,,,,,,,,
4/1/1988,,,,,,,,,,,,,,,,,,,,,,,
5/1/1988,,,,,,,,,,,,,,,,,,,,,,,
6/1/1988,,,,,,,,,,,,,,,,,,,,,,,
7/1/1988,,,,,,,,,,,,,,,,,,,,,,,
8/1/1988,,,,,,,,,,,,,,,,,,,,,,,
11/1/1988,,,,,,,,,,,,,,,,,,,,,,,
12/1/1988,,,,,,,,,,,,,,,,,,,,,,,
13/1/1988,,,,,,,,,,,,,,,,,,,,,,,
14/1/1988,,,,,,,,,,,,,,,,,,,,,,,
18/1/1988,,,,,,,,,,,,,,,,,,,,,,,
19/1/1988,,,,,,,,,,,,,,,,,,,,,,,
20/1/1988,,,,,,,,,,,,,,,,,,,,,,,
21/1/1988,,,,,,,,,,,,,,,,,,,,,,,
22/1/1988,,,,,,,,,,,,,,,,,,,,,,,
25/1/1988,,,,,,,,,,,,,,,,,,,,,,,
26/1/1988,,,,,,,,,,,,,,,,,,,,,,,
27/1/1988,,,,,,,,,,,,,,,,,,,,,,,
28/1/1988,,,,,,,,,,,,,,,,,,,,,,,
29/1/1988,,,,,,,,,,,,,,,,,,,,,,,
1/2/1988,,,,,,,,,,,,,,,,,,,,,,,
2/2/1988,,,,,,,,,,,,,,,,,,,,,,,
3/2/1988,,,,,,,,,,,,,,,,,,,,,,,
4/2/1988,,,,,,,,,,,,,,,,,,,,,,,
5/2/1988,,,,,,,,,,,,,,,,,,,,,,,
8/2/1988,,,,,,,,,,,,,,,,,,,,,,,
9/2/1988,,,,,,,,,,,,,,,,,,,,,,,
10/2/1988,,,,,,,,,,,,,,,,,,,,,,,
12/2/1988,,,,,,,,,,,,,,,,,,,,,,,
15/2/1988,,,,,,,,,,,,,,,,,,,,,,,
16/2/1988,,,,,,,,,,,,,,,,,,,,,,,
17/2/1988,,,,,,,,,,,,,,,,,,,,,,,
18/2/1988,,,,,,,,,,,,,,,,,,,,,,,
19/2/1988,,,,,,,,,,,,,,,,,,,,,,,
22/2/1988,,,,,,,,,,,,,,,,,,,,,,,
23/2/1988,,,,,,,,,,,,,,,,,,,,,,,
24/2/1988,,,,,,,,,,,,,,,,,,,,,,,
25/2/1988,,,,,,,,,,,,,,,,,,,,,,,
26/2/1988,,,,,,,,,,,,,,,,,,,,,,,
29/2/1988,,,,,,,,,,,,,,,,,,,,,,,
1/3/1988,,,,,,,,,,,,,,,,,,,,,,,
2/3/1988,,,,,,,,,,,,,,,,,,,,,,,
3/3/1988,,,,,,,,,,,,,,,,,,,,,,,
4/3/1988,,,,,,,,,,,,,,,,,,,,,,,
7/3/1988,,,,,,,,,,,,,,,,,,,,,,,
8/3/1988,,,,,,,,,,,,,,,,,,,,,,,
9/3/1988,,,,,,,,,,,,,,,,,,,,,,,
10/3/1988,,,,,,,,,,,,,,,,,,,,,,,
11/3/1988,,,,,,,,,,,,,,,,,,,,,,,
14/3/1988,,,,,,,,,,,,,,,,,,,,,,,
15/3/1988,,,,,,,,,,,,,,,,,,,,,,,
16/3/1988,,,,,,,,,,,,,,,,,,,,,,,
17/3/1988,,,,,,,,,,,,,,,,,,,,,,,
18/3/1988,,,,,,,,,,,,,,,,,,,,,,,
22/3/1988,,,,,,,,,,,,,,,,,,,,,,,
23/3/1988,,,,,,,,,,,,,,,,,,,,,,,
24/3/1988,,,,,,,,,,,,,,,,,,,,,,,
25/3/1988,,,,,,,,,,,,,,,,,,,,,,,
28/3/1988,,,,,,,,,,,,,,,,,,,,,,,
29/3/1988,,,,,,,,,,,,,,,,,,,,,,,
30/3/1988,,,,,,,,,,,,,,,,,,,,,,,
31/3/1988,,,,,,,,,,,,,,,,,,,,,,,
1/4/1988,,,,,,,,,,,,,,,,,,,,,,,
4/4/1988,,,,,,,,,,,,,,,,,,,,,,,
5/4/1988,,,,,,,,,,,,,,,,,,,,,,,
6/4/1988,,,,,,,,,,,,,,,,,,,,,,,
7/4/1988,,,,,,,,,,,,,,,,,,,,,,,
8/4/1988,,,,,,,,,,,,,,,,,,,,,,,
11/4/1988,,,,,,,,,,,,,,,,,,,,,,,
12/4/1988,,,,,,,,,,,,,,,,,,,,,,,
13/4/1988,,,,,,,,,,,,,,,,,,,,,,,
14/4/1988,,,,,,,,,,,,,,,,,,,,,,,
15/4/1988,,,,,,,,,,,,,,,,,,,,,,,
18/4/1988,,,,,,,,,,,,,,,,,,,,,,,
19/4/1988,,,,,,,,,,,,,,,,,,,,,,,
20/4/1988,,,,,,,,,,,,,,,,,,,,,,,
21/4/1988,,,,,,,,,,,,,,,,,,,,,,,
22/4/1988,,,,,,,,,,,,,,,,,,,,,,,
25/4/1988,,,,,,,,,,,,,,,,,,,,,,,
26/4/1988,,,,,,,,,,,,,,,,,,,,,,,
27/4/1988,,,,,,,,,,,,,,,,,,,,,,,
28/4/1988,,,,,,,,,,,,,,,,,,,,,,,
2/5/1988,,,,,,,,,,,,,,,,,,,,,,,
6/5/1988,,,,,,,,,,,,,,,,,,,,,,,
9/5/1988,,,,,,,,,,,,,,,,,,,,,,,
10/5/1988,,,,,,,,,,,,,,,,,,,,,,,
11/5/1988,,,,,,,,,,,,,,,,,,,,,,,
12/5/1988,,,,,,,,,,,,,,,,,,,,,,,
13/5/1988,,,,,,,,,,,,,,,,,,,,,,,
16/5/1988,,,,,,,,,,,,,,,,,,,,,,,
17/5/1988,,,,,,,,,,,,,,,,,,,,,,,
18/5/1988,,,,,,,,,,,,,,,,,,,,,,,
19/5/1988,,,,,,,,,,,,,,,,,,,,,,,
20/5/1988,,,,,,,,,,,,,,,,,,,,,,,
23/5/1988,,,,,,,,,,,,,,,,,,,,,,,
24/5/1988,,,,,,,,,,,,,,,,,,,,,,,
25/5/1988,,,,,,,,,,,,,,,,,,,,,,,
26/5/1988,,,,,,,,,,,,,,,,,,,,,,,
27/5/1988,,,,,,,,,,,,,,,,,,,,,,,
30/5/1988,,,,,,,,,,,,,,,,,,,,,,,
31/5/1988,,,,,,,,,,,,,,,,,,,,,,,
1/6/1988,,,,,,,,,,,,,,,,,,,,,,,
2/6/1988,,,,,,,,,,,,,,,,,,,,,,,
3/6/1988,,,,,,,,,,,,,,,,,,,,,,,
6/6/1988,,,,,,,,,,,,,,,,,,,,,,,
7/6/1988,,,,,,,,,,,,,,,,,,,,,,,
